--------------------  ------------------------------
bared                 ['Ezekiel', '4', '7']
bared-to              ['Isaiah', '20', '4']
barhumite             ['2 Samuel', '23', '31']
bariah                ['1 Chronicles', '3', '22']
bartimaeus            ['Mark', '10', '46']
basework              ['1 Kings', '7', '31']
bashan-               ['Psalms', '136', '20']
bashan-all            ['Joshua', '13', '30']
bashan-the            ['Numbers', '32', '33']
bats                  ['Isaiah', '2', '20']
battered              ['Isaiah', '24', '12']
battle-28,600         ['1 Chronicles', '12', '35']
battle-40,000         ['1 Chronicles', '12', '36']
battle-7,100          ['1 Chronicles', '12', '25']
battlements           ['Isaiah', '54', '12']
beak                  ['Genesis', '8', '11']
bealiah               ['1 Chronicles', '12', '5']
bealoth               ['Joshua', '15', '24']
beam                  ['Ezra', '6', '11']
beast-terrifying      ['Daniel', '7', '7']
beasts-               ['Psalms', '57', '4']
beats                 ['Exodus', '21', '20']
beautifully           ['Revelation', '21', '2']
becorath              ['1 Samuel', '9', '1']
bed-                  ['Psalms', '132', '3']
bed-should            ['2 Samuel', '4', '11']
bedan                 ['1 Chronicles', '7', '17']
bedding               ['2 Samuel', '17', '28']
bedeiah               ['Ezra', '10', '35']
bedridden             ['Acts', '9', '33']
bedrooms              ['Psalms', '105', '30']
beeliada              ['1 Chronicles', '14', '7']
beera                 ['1 Chronicles', '7', '37']
beersheba-as          ['2 Samuel', '17', '11']
befalls               ['Proverbs', '12', '21']
befuddled             ['Isaiah', '28', '7']
beggars               ['Psalms', '109', '10']
beginnings            ['Job', '8', '7']
begotten              ['Isaiah', '45', '10']
begrudge              ['Deuteronomy', '28', '56']
behaves               ['Proverbs', '21', '24']
beheld                ['Psalms', '63', '2']
behemoth              ['Job', '40', '15']
bekerite              ['Numbers', '26', '35']
belaite               ['Numbers', '26', '38']
belial                ['2 Corinthians', '6', '15']
belief                ['2 Thessalonians', '2', '13']
beliefs               ['Job', '11', '4']
bellow                ['Job', '6', '5']
bellows               ['Jeremiah', '6', '29']
below-you             ['1 Kings', '8', '23']
belt-completely       ['Jeremiah', '13', '10']
ben-abinadab-in       ['1 Kings', '4', '11']
ben-ammi              ['Genesis', '19', '38']
ben-deker-in          ['1 Kings', '4', '9']
ben-geber-in          ['1 Kings', '4', '13']
ben-hail              ['2 Chronicles', '17', '7']
ben-hanan             ['1 Chronicles', '4', '20']
ben-hesed-in          ['1 Kings', '4', '10']
ben-hur-in            ['1 Kings', '4', '8']
ben-oni               ['Genesis', '35', '18']
ben-zoheth            ['1 Chronicles', '4', '20']
bending               ['Luke', '24', '12']
benefactors           ['Luke', '22', '25']
benefited             ['1 Samuel', '19', '4']
benefits-             ['Psalms', '103', '2']
beninu                ['Nehemiah', '10', '13']
benjamin-beeroth      ['2 Samuel', '4', '2']
benoth                ['2 Kings', '17', '30']
beon-                 ['Numbers', '32', '3']
bera                  ['Genesis', '14', '2']
beraiah               ['1 Chronicles', '8', '21']
berak                 ['Joshua', '19', '45']
bereans               ['Acts', '17', '11']
bereave               ['Hosea', '9', '12']
bereaves              ['Lamentations', '1', '20']
beri                  ['1 Chronicles', '7', '36']
beriite               ['Numbers', '26', '44']
berites               ['2 Samuel', '20', '14']
berothah              ['Ezekiel', '47', '16']
berothai              ['2 Samuel', '8', '8']
berothite             ['1 Chronicles', '11', '39']
besieges              ['1 Kings', '8', '37']
besodeiah             ['Nehemiah', '3', '6']
bestower              ['Isaiah', '23', '8']
bestowing             ['Proverbs', '8', '21']
beten                 ['Joshua', '19', '25']
bethesda              ['John', '5', '2']
bethhanan             ['1 Kings', '4', '9']
bethlehemite          ['2 Samuel', '21', '19']
bethul                ['Joshua', '19', '4']
betonim               ['Joshua', '13', '26']
beulah                ['Isaiah', '62', '4']
bewilderment          ['Acts', '2', '6']
bewitched             ['Galatians', '3', '1']
bidkar                ['2 Kings', '9', '25']
bigtha                ['Esther', '1', '10']
bileam                ['1 Chronicles', '6', '70']
bilgai                ['Nehemiah', '10', '8']
billowed              ['Exodus', '19', '18']
bimhal                ['1 Chronicles', '7', '33']
bindings              ['Judges', '15', '14']
bird-                 ['Hosea', '9', '11']
birds-everything      ['Genesis', '8', '19']
biri                  ['1 Chronicles', '4', '31']
birsha                ['Genesis', '14', '2']
birth-six             ['Exodus', '28', '10']
birzaith              ['1 Chronicles', '7', '31']
bishlam               ['Ezra', '4', '7']
bithiah               ['1 Chronicles', '4', '18']
bithron               ['2 Samuel', '2', '29']
biting                ['Galatians', '5', '15']
bitterness-           ['Amos', '6', '12']
biziothiah            ['Joshua', '15', '28']
biztha                ['Esther', '1', '10']
blackened             ['Job', '30', '28']
blacker               ['Lamentations', '4', '8']
blameless-            ['Job', '31', '6']
blamelessly           ['Luke', '1', '6']
blanket               ['Isaiah', '28', '20']
blastus               ['Acts', '12', '20']
bleach                ['Mark', '9', '3']
bleat                 ['Isaiah', '34', '14']
bleating              ['1 Samuel', '15', '14']
blemished             ['Malachi', '1', '14']
blessed-              ['Psalms', '49', '18']
blindfolds            ['Job', '9', '24']
blocking              ['2 Chronicles', '32', '3']
blood-i               ['Leviticus', '17', '10']
blood-stained         ['2 Samuel', '21', '1']
blood-yes             ['1 Kings', '21', '19']
blood.what            ['Matthew', '27', '4']
bloodshot             ['Proverbs', '23', '29']
bloodstains           ['Isaiah', '4', '4']
bloom-                ['Song of Solomon', '7', '12']
blossoming            ['Song of Solomon', '2', '13']
blunted               ['Psalms', '58', '7']
blurts                ['Proverbs', '12', '23']
blustering            ['Job', '8', '2']
boanerges             ['Mark', '3', '17']
boarded               ['Acts', '27', '2']
boars                 ['Psalms', '80', '13']
boasters              ['Jeremiah', '48', '45']
bodies-flung          ['Amos', '8', '3']
bolt                  ['2 Samuel', '13', '17']
bolted                ['2 Samuel', '13', '18']
book-will             ['Daniel', '12', '1']
boosting              ['Amos', '8', '5']
boot                  ['Isaiah', '9', '5']
bor                   ['1 Samuel', '30', '30']
bordered              ['Joshua', '17', '10']
borderland            ['1 Samuel', '13', '18']
bored                 ['2 Kings', '12', '9']
borrows               ['Exodus', '22', '14']
bosoms                ['Ezekiel', '23', '3']
bottled-up            ['Job', '32', '19']
bottles               ['Isaiah', '3', '20']
boulder               ['Revelation', '18', '21']
bounding              ['Song of Solomon', '2', '8']
bow-and               ['Genesis', '27', '3']
bowls-all             ['2 Kings', '25', '15']
bowmen                ['Isaiah', '21', '17']
bowshot               ['Genesis', '21', '16']
boyhood               ['Genesis', '46', '34']
bozez                 ['1 Samuel', '14', '4']
bozrah-               ['Jeremiah', '48', '24']
bracing               ['Judges', '16', '29']
brambles              ['Isaiah', '34', '13']
branches-             ['Ezekiel', '31', '8']
branding              ['Isaiah', '3', '24']
brandished            ['Nahum', '2', '3']
brandishes            ['Ezekiel', '30', '25']
brandishing           ['Ezekiel', '38', '4']
brawler               ['Proverbs', '20', '1']
brawlers              ['Isaiah', '5', '14']
brawling              ['Ephesians', '4', '31']
bray                  ['Job', '6', '5']
brayed                ['Job', '30', '7']
breaches              ['Isaiah', '22', '9']
bread-only            ['1 Kings', '17', '12']
breakfast             ['John', '21', '12']
breast-moses          ['Leviticus', '8', '29']
breastpiece-the       ['Exodus', '39', '8']
bred                  ['Esther', '8', '10']
breed                 ['Job', '21', '10']
breeding              ['Genesis', '31', '10']
breeds                ['Proverbs', '13', '10']
breeze                ['Psalms', '78', '39']
breezes               ['Psalms', '147', '18']
bribery               ['2 Chronicles', '19', '7']
bribing               ['Ezekiel', '16', '33']
brickmaking           ['2 Samuel', '12', '31']
brickwork             ['Nahum', '3', '14']
bridal                ['Genesis', '29', '27']
bridegrooms           ['Judges', '14', '10']
bridles               ['Revelation', '14', '20']
brier                 ['Micah', '7', '4']
briers-               ['Isaiah', '32', '13']
brightly              ['Proverbs', '13', '9']
brink                 ['Proverbs', '5', '14']
brittle               ['Daniel', '2', '42']
broiled               ['Luke', '24', '42']
brokenness            ['Isaiah', '65', '14']
bronze-tipped         ['Job', '20', '24']
brooches              ['Exodus', '35', '22']
brother-yes           ['1 Kings', '2', '22']
brothers-             ['Genesis', '49', '5']
brothers-all          ['Ezra', '3', '9']
brothers-your         ['Ezekiel', '11', '15']
brown                 ['Zechariah', '1', '8']
brush                 ['Job', '30', '4']
brushing              ['Ezekiel', '3', '13']
brushwood             ['Acts', '28', '3']
brutes                ['Titus', '1', '12']
bubastis              ['Ezekiel', '30', '17']
bucket                ['Isaiah', '40', '15']
buckled               ['Ephesians', '6', '14']
buckler               ['Psalms', '35', '2']
buffeted              ['Matthew', '14', '24']
building-if           ['Nehemiah', '4', '3']
buildings-the         ['1 Kings', '9', '10']
bul                   ['1 Kings', '6', '38']
bulges                ['Job', '15', '27']
bulging               ['Isaiah', '30', '13']
bull-he               ['Leviticus', '4', '12']
bulls-all             ['Ezekiel', '39', '18']
bunah                 ['1 Chronicles', '2', '25']
bunch                 ['Exodus', '12', '22']
bundle                ['1 Samuel', '25', '29']
buried-those          ['Ecclesiastes', '8', '10']
buried.i              ['Genesis', '47', '30']
burned-its            ['Numbers', '19', '5']
burned-out            ['Jeremiah', '51', '25']
bursts                ['Job', '16', '14']
bushels               ['Luke', '16', '7']
bustles               ['Psalms', '39', '6']
butt                  ['2 Samuel', '2', '23']
butting               ['Ezekiel', '34', '21']
buyers                ['Zechariah', '11', '5']
buzi                  ['Ezekiel', '1', '3']
bye                   ['Luke', '9', '61']
bypaths               ['Jeremiah', '18', '15']
cab                   ['2 Kings', '6', '25']
cabbon                ['Joshua', '15', '40']
cage                  ['Ezekiel', '19', '9']
cages                 ['Jeremiah', '5', '27']
cainan                ['Luke', '3', '36']
calculate             ['Revelation', '13', '18']
calculated            ['Acts', '19', '19']
caldrons              ['2 Chronicles', '35', '13']
calebite              ['1 Samuel', '25', '3']
calf-a                ['Hosea', '8', '6']
calf-idols            ['Hosea', '13', '2']
calmed                ['Nehemiah', '8', '11']
calmness              ['Ecclesiastes', '10', '4']
calms                 ['Proverbs', '15', '18']
calno                 ['Isaiah', '10', '9']
calve                 ['Job', '21', '10']
calved                ['1 Samuel', '6', '7']
camel-loads           ['2 Kings', '8', '9']
camping               ['Numbers', '10', '5']
canaan-               ['Psalms', '135', '11']
canceled.you          ['Luke', '7', '43']
candace               ['Acts', '8', '27']
canneh                ['Ezekiel', '27', '23']
capes                 ['Isaiah', '3', '22']
captivate             ['Proverbs', '6', '25']
captured-ahinoam      ['1 Samuel', '30', '5']
car                   ['1 Samuel', '7', '11']
caravan               ['Genesis', '37', '25']
carcas-               ['Esther', '1', '10']
careless              ['Matthew', '12', '36']
carelessly            ['Leviticus', '5', '4']
